Price,Open,High,Low,Close,Volume
Ticker,ACB,ACB,ACB,ACB,ACB
Date,,,,,
2020-01-02,270.0,272.3999938964844,242.39999389648438,242.39999389648438,266134
2020-01-03,242.39999389648438,254.39999389648438,240.0,240.0,159568
2020-01-06,242.39999389648438,243.60000610351562,226.8000030517578,228.0,256606
2020-01-07,228.0,231.60000610351562,219.60000610351562,219.60000610351562,208277
2020-01-08,213.60000610351562,220.8000030517578,205.1999969482422,208.8000030517578,331946
2020-01-09,213.60000610351562,225.60000610351562,207.60000610351562,223.1999969482422,243954
2020-01-10,207.60000610351562,208.8000030517578,198.0,198.0,304837
2020-01-13,188.39999389648438,206.39999389648438,180.0,204.0,392923
2020-01-14,201.60000610351562,222.0,195.60000610351562,214.8000030517578,379268
2020-01-15,222.0,250.8000030517578,217.1999969482422,246.0,640757
2020-01-16,262.79998779296875,278.3999938964844,252.0,258.0,613140
2020-01-17,258.0,262.79998779296875,243.60000610351562,255.60000610351562,370585
2020-01-21,255.60000610351562,259.20001220703125,232.8000030517578,241.1999969482422,324197
2020-01-22,243.60000610351562,252.0,234.0,244.8000030517578,219528
2020-01-23,242.39999389648438,254.39999389648438,237.60000610351562,248.39999389648438,190379
2020-01-24,252.0,253.1999969482422,236.39999389648438,238.8000030517578,189241
2020-01-27,225.60000610351562,237.60000610351562,219.60000610351562,226.8000030517578,166945
2020-01-28,234.0,240.0,228.0,236.39999389648438,151323
2020-01-29,242.39999389648438,242.39999389648438,230.39999389648438,231.60000610351562,146514
2020-01-30,229.1999969482422,236.39999389648438,228.0,232.8000030517578,114857
2020-01-31,234.0,235.1999969482422,224.39999389648438,226.8000030517578,110864
2020-02-03,234.0,240.0,226.8000030517578,240.0,179920
2020-02-04,246.0,259.20001220703125,243.60000610351562,256.79998779296875,259453
2020-02-05,264.0,264.0,244.8000030517578,254.39999389648438,212292
2020-02-06,252.0,256.79998779296875,240.0,240.1199951171875,139838
2020-02-07,199.1999969482422,216.0,198.0,204.0,396601
2020-02-10,198.0,201.60000610351562,186.0,187.1999969482422,254635
2020-02-11,187.1999969482422,200.39999389648438,182.39999389648438,184.8000030517578,306268
2020-02-12,186.0,189.60000610351562,172.8000030517578,175.1999969482422,312430
2020-02-13,171.60000610351562,187.1999969482422,171.60000610351562,176.39999389648438,396122
2020-02-14,189.60000610351562,190.8000030517578,177.60000610351562,189.60000610351562,507728
2020-02-18,187.1999969482422,199.1999969482422,186.0,196.8000030517578,329248
2020-02-19,199.1999969482422,208.8000030517578,196.8000030517578,205.1999969482422,195947
2020-02-20,208.8000030517578,214.8000030517578,198.0,201.60000610351562,297310
2020-02-21,202.8000030517578,204.0,194.39999389648438,200.39999389648438,113479
2020-02-24,189.60000610351562,194.39999389648438,184.8000030517578,186.0,206735
2020-02-25,189.60000610351562,190.8000030517578,178.8000030517578,181.1999969482422,194563
2020-02-26,178.8000030517578,189.60000610351562,178.8000030517578,181.1999969482422,172674
2020-02-27,174.0,183.60000610351562,162.0,174.0,219134
2020-02-28,163.1999969482422,168.0,158.39999389648438,160.8000030517578,220410
2020-03-02,166.8000030517578,168.0,157.1999969482422,163.1999969482422,149371
2020-03-03,165.60000610351562,168.0,157.1999969482422,159.60000610351562,134472
2020-03-04,160.8000030517578,171.60000610351562,158.39999389648438,165.60000610351562,148471
2020-03-05,162.0,165.60000610351562,157.1999969482422,157.1999969482422,108818
2020-03-06,153.60000610351562,154.8000030517578,135.60000610351562,140.39999389648438,208495
2020-03-09,115.19999694824219,130.8000030517578,108.0,113.87999725341797,232321
2020-03-10,123.5999984741211,128.39999389648438,115.19999694824219,117.5999984741211,185286
2020-03-11,115.44000244140625,117.83999633789062,102.0,103.08000183105469,181898
2020-03-12,81.5999984741211,88.80000305175781,75.5999984741211,84.0,346812
2020-03-13,92.63999938964844,95.87999725341797,84.36000061035156,92.4000015258789,205070
2020-03-16,84.0,92.4000015258789,81.5999984741211,83.04000091552734,173578
2020-03-17,86.4000015258789,88.80000305175781,80.63999938964844,85.19999694824219,137106
2020-03-18,81.5999984741211,83.4000015258789,72.0,75.0,178188
2020-03-19,76.19999694824219,84.0,74.4000015258789,79.44000244140625,255887
2020-03-20,86.4000015258789,100.80000305175781,84.72000122070312,87.5999984741211,334973
2020-03-23,96.0,97.08000183105469,80.4000015258789,81.95999908447266,253555
2020-03-24,90.0,90.36000061035156,82.80000305175781,86.04000091552734,260244
2020-03-25,88.80000305175781,97.19999694824219,84.0,89.5199966430664,399043
2020-03-26,92.5199966430664,120.0,92.4000015258789,108.5999984741211,853086
2020-03-27,128.39999389648438,135.60000610351562,115.19999694824219,123.5999984741211,1069680
2020-03-30,122.4000015258789,123.5999984741211,103.31999969482422,106.55999755859375,420024
2020-03-31,109.80000305175781,117.5999984741211,104.4000015258789,108.72000122070312,262875
2020-04-01,105.0,108.95999908447266,93.5999984741211,97.08000183105469,261475
2020-04-02,99.5999984741211,110.16000366210938,96.12000274658203,99.95999908447266,277006
2020-04-03,104.04000091552734,104.4000015258789,94.80000305175781,97.19999694824219,254908
2020-04-06,101.4000015258789,103.68000030517578,93.5999984741211,96.0,424463
2020-04-07,100.80000305175781,102.12000274658203,95.27999877929688,96.0,242300
2020-04-08,98.76000213623047,103.91999816894531,96.0,102.23999786376953,288809
2020-04-09,105.5999984741211,111.5999984741211,103.19999694824219,105.12000274658203,255499
2020-04-13,95.27999877929688,98.4000015258789,88.80000305175781,91.19999694824219,484423
2020-04-14,93.5999984741211,93.5999984741211,88.80000305175781,90.0,284329
2020-04-15,88.31999969482422,88.80000305175781,83.4000015258789,85.08000183105469,238056
2020-04-16,85.31999969482422,85.55999755859375,78.5999984741211,80.27999877929688,246154
2020-04-17,82.19999694824219,89.4000015258789,82.08000183105469,82.80000305175781,271646
2020-04-20,84.0,88.91999816894531,81.5999984741211,85.80000305175781,277153
2020-04-21,85.19999694824219,86.4000015258789,84.0,86.4000015258789,135377
2020-04-22,88.80000305175781,88.80000305175781,84.5999984741211,86.16000366210938,148804
2020-04-23,86.5199966430664,88.68000030517578,84.0,85.91999816894531,209728
2020-04-24,85.80000305175781,87.5999984741211,84.0,87.5999984741211,220673
2020-04-27,87.5999984741211,94.80000305175781,86.16000366210938,91.19999694824219,299102
2020-04-28,96.0,96.0,86.27999877929688,90.95999908447266,172059
2020-04-29,90.12000274658203,91.44000244140625,88.80000305175781,90.4800033569336,150373
2020-04-30,90.0,90.5999984741211,87.5999984741211,88.80000305175781,107724
2020-05-01,87.5999984741211,88.08000183105469,83.5199966430664,84.36000061035156,154099
2020-05-04,85.68000030517578,86.4000015258789,83.4000015258789,85.19999694824219,91137
2020-05-05,85.31999969482422,85.44000244140625,83.76000213623047,83.87999725341797,121193
2020-05-06,84.0,84.0,82.80000305175781,83.04000091552734,87598
2020-05-07,83.5199966430664,84.23999786376953,82.19999694824219,83.27999877929688,100354
2020-05-08,83.27999877929688,83.27999877929688,79.19999694824219,80.63999938964844,247221
2020-05-11,79.0,82.0999984741211,70.5,74.0999984741211,507090
2020-05-12,72.5,73.0,64.12000274658203,64.5999984741211,651770
2020-05-13,63.70000076293945,63.70000076293945,56.0,58.0,584490
2020-05-14,56.0,68.80000305175781,53.0,66.4000015258789,1253850
2020-05-15,83.5,118.80000305175781,78.0,112.0,10226470
2020-05-18,123.19999694824219,196.8000030517578,123.19999694824219,171.0,9727170
2020-05-19,189.89999389648438,192.5,140.5,146.5,5299610
2020-05-20,136.0,139.5,121.0999984741211,127.5,3333520
2020-05-21,172.60000610351562,177.10000610351562,150.0,174.0,6769560
2020-05-22,159.5,168.89999389648438,153.39999389648438,160.10000610351562,2601010
2020-05-26,160.0,163.39999389648438,153.5,156.10000610351562,1249020
2020-05-27,154.0,161.1999969482422,146.60000610351562,153.0,873330
2020-05-28,154.0,168.89999389648438,150.99000549316406,153.39999389648438,1380540
2020-05-29,146.60000610351562,146.60000610351562,137.8000030517578,140.8000030517578,1071330
2020-06-01,140.89999389648438,144.89999389648438,133.6999969482422,141.0,789400
2020-06-02,144.89999389648438,148.39999389648438,139.1999969482422,145.3000030517578,714440
2020-06-03,147.10000610351562,148.0,142.38999938964844,143.0,490400
2020-06-04,142.1999969482422,144.5,139.1999969482422,142.3000030517578,460960
2020-06-05,142.3000030517578,144.0,137.7899932861328,139.39999389648438,516350
2020-06-08,141.5,157.39999389648438,138.89999389648438,157.39999389648438,1181450
2020-06-09,151.0,158.8000030517578,147.60000610351562,148.10000610351562,598300
2020-06-10,150.3000030517578,152.8000030517578,142.5,142.89999389648438,489150
2020-06-11,135.0,139.39999389648438,127.80000305175781,129.10000610351562,533050
2020-06-12,136.1999969482422,136.3000030517578,128.1999969482422,132.10000610351562,382820
2020-06-15,127.5,133.47999572753906,125.30000305175781,132.5,381900
2020-06-16,136.6999969482422,137.3000030517578,128.1999969482422,131.10000610351562,529360
2020-06-17,129.8000030517578,132.0,126.30000305175781,131.89999389648438,349980
2020-06-18,130.0,134.60000610351562,128.89999389648438,130.10000610351562,428860
2020-06-19,131.8000030517578,138.89999389648438,129.6999969482422,133.6999969482422,650680
2020-06-22,134.6999969482422,137.8000030517578,132.7100067138672,137.1999969482422,385880
2020-06-23,138.8000030517578,152.39999389648438,134.6999969482422,135.8000030517578,1278710
2020-06-24,136.1999969482422,144.6999969482422,135.1999969482422,136.6999969482422,549860
2020-06-25,137.60000610351562,139.6999969482422,129.3300018310547,132.0,483290
2020-06-26,129.39999389648438,131.35000610351562,123.4000015258789,124.69999694824219,380670
2020-06-29,124.5,126.69999694824219,118.80000305175781,123.5999984741211,284440
2020-06-30,122.19999694824219,124.80000305175781,119.0,124.19999694824219,314030
2020-07-01,123.5999984741211,128.6999969482422,120.80000305175781,122.69999694824219,241960
2020-07-02,124.5999984741211,125.0,119.5,122.69999694824219,288270
2020-07-06,122.69999694824219,125.5999984741211,119.69999694824219,121.80000305175781,335670
2020-07-07,121.0,126.5999984741211,119.5,124.19999694824219,336150
2020-07-08,124.19999694824219,124.9000015258789,120.0,121.5999984741211,274200
2020-07-09,121.0999984741211,121.4000015258789,114.0999984741211,117.69999694824219,402610
2020-07-10,117.0,120.25,115.30000305175781,120.19999694824219,208770
2020-07-13,121.19999694824219,126.80000305175781,119.0999984741211,120.80000305175781,435160
2020-07-14,119.4000015258789,120.4000015258789,114.30000305175781,117.5,375710
2020-07-15,119.80000305175781,129.0,118.5999984741211,128.6999969482422,622150
2020-07-16,126.19999694824219,127.19999694824219,120.0999984741211,120.5,400950
2020-07-17,121.5999984741211,122.9000015258789,117.69999694824219,118.80000305175781,266720
2020-07-20,118.4000015258789,119.69999694824219,115.19999694824219,115.4000015258789,217080
2020-07-21,116.0999984741211,118.94999694824219,114.4000015258789,116.0999984741211,262560
2020-07-22,116.30000305175781,116.30000305175781,109.5,111.5999984741211,431650
2020-07-23,111.0,111.0,107.30000305175781,107.80000305175781,300540
2020-07-24,107.30000305175781,107.30000305175781,101.80000305175781,104.0,225160
2020-07-27,104.0,107.5,102.5999984741211,106.69999694824219,227460
2020-07-28,107.0999984741211,118.9000015258789,106.69999694824219,117.0,612090
2020-07-29,113.9000015258789,114.0999984741211,105.27999877929688,107.0,473390
2020-07-30,106.69999694824219,108.0,104.1500015258789,105.4000015258789,172780
2020-07-31,105.19999694824219,107.80000305175781,101.25,101.9000015258789,289790
2020-08-03,102.19999694824219,104.3499984741211,97.5999984741211,104.19999694824219,248530
2020-08-04,103.5,108.16999816894531,102.06999969482422,107.30000305175781,238330
2020-08-05,107.0999984741211,108.0,104.5999984741211,107.0999984741211,157480
2020-08-06,105.19999694824219,106.19999694824219,101.9000015258789,103.0999984741211,205770
2020-08-07,102.4000015258789,103.06999969482422,99.9000015258789,102.69999694824219,192090
2020-08-10,105.0999984741211,105.0999984741211,100.19999694824219,102.19999694824219,285930
2020-08-11,102.0,103.19999694824219,99.80000305175781,100.19999694824219,216900
2020-08-12,101.0,101.5,97.4000015258789,98.0,278440
2020-08-13,98.0,103.4000015258789,96.4000015258789,101.80000305175781,333190
2020-08-14,101.30000305175781,108.80000305175781,99.69999694824219,106.9000015258789,564230
2020-08-17,107.5,107.9000015258789,100.69999694824219,101.0,335670
2020-08-18,101.30000305175781,102.0999984741211,98.5999984741211,100.0,268280
2020-08-19,100.5,102.1500015258789,98.5999984741211,99.0999984741211,246730
2020-08-20,98.69999694824219,98.69999694824219,95.4000015258789,96.0,274000
2020-08-21,95.5999984741211,96.5,93.55000305175781,94.0999984741211,234220
2020-08-24,92.5999984741211,95.4000015258789,90.80000305175781,95.0999984741211,265600
2020-08-25,95.0,97.19999694824219,93.0,94.9000015258789,190170
2020-08-26,94.0,95.75,93.19999694824219,93.5999984741211,132350
2020-08-27,93.19999694824219,96.37999725341797,93.19999694824219,95.19999694824219,155220
2020-08-28,94.4000015258789,100.9800033569336,94.0999984741211,98.19999694824219,313320
2020-08-31,98.30000305175781,99.30000305175781,94.0,98.0,318080
2020-09-01,96.5999984741211,97.2699966430664,92.69999694824219,93.0,283950
2020-09-02,92.80000305175781,93.5999984741211,89.0,90.0,349930
2020-09-03,88.5999984741211,92.5,87.4000015258789,90.19999694824219,233490
2020-09-04,89.5999984741211,90.1500015258789,82.69999694824219,85.0999984741211,278280
2020-09-08,81.80000305175781,82.5,75.0999984741211,75.19999694824219,603500
2020-09-09,76.0,79.9000015258789,74.0,76.5,558530
2020-09-10,76.69999694824219,78.4000015258789,74.0,74.19999694824219,311690
2020-09-11,74.4000015258789,74.69999694824219,68.80000305175781,69.80000305175781,443420
2020-09-14,69.69999694824219,75.44999694824219,69.22000122070312,71.80000305175781,436990
2020-09-15,72.69999694824219,73.69999694824219,70.0,70.69999694824219,302280
2020-09-16,70.80000305175781,72.69999694824219,69.80000305175781,70.0999984741211,469180
2020-09-17,70.0,70.0999984741211,68.0999984741211,68.9000015258789,312840
2020-09-18,69.30000305175781,69.30000305175781,63.900001525878906,65.30000305175781,694970
2020-09-21,63.900001525878906,64.19999694824219,61.5,63.20000076293945,577570
2020-09-22,64.5999984741211,75.5999984741211,62.70000076293945,73.19999694824219,2997570
2020-09-23,60.79999923706055,62.0,51.400001525878906,51.70000076293945,2944390
2020-09-24,50.79999923706055,53.70000076293945,47.79999923706055,52.0,1463390
2020-09-25,52.900001525878906,52.900001525878906,49.20000076293945,50.5,946660
2020-09-28,50.900001525878906,51.400001525878906,47.5,47.79999923706055,1012380
2020-09-29,47.099998474121094,51.0,45.599998474121094,46.79999923706055,1411020
2020-09-30,47.70000076293945,50.0,46.0,46.5,898550
2020-10-01,46.79999923706055,47.79999923706055,45.5,46.70000076293945,549260
2020-10-02,45.29999923706055,47.0,45.0,45.79999923706055,496500
2020-10-05,46.0,48.099998474121094,45.29999923706055,46.20000076293945,697410
2020-10-06,46.5,47.38999938964844,44.099998474121094,45.0,820860
2020-10-07,45.099998474121094,47.04999923706055,43.20000076293945,46.099998474121094,1063800
2020-10-08,46.79999923706055,52.400001525878906,46.400001525878906,51.0,2305620
2020-10-09,56.900001525878906,57.099998474121094,49.20000076293945,50.29999923706055,3415010
2020-10-12,50.400001525878906,52.79999923706055,48.20000076293945,49.79999923706055,1671840
2020-10-13,49.29999923706055,49.70000076293945,47.20000076293945,47.79999923706055,951120
2020-10-14,48.099998474121094,48.599998474121094,45.20000076293945,45.400001525878906,1175080
2020-10-15,44.599998474121094,45.0,42.79999923706055,42.900001525878906,1115770
2020-10-16,43.70000076293945,43.70000076293945,40.0,40.20000076293945,1990620
2020-10-19,40.70000076293945,47.099998474121094,39.29999923706055,47.099998474121094,2506260
2020-10-20,45.900001525878906,46.70000076293945,42.0,45.599998474121094,1381660
2020-10-21,46.099998474121094,49.5,45.599998474121094,48.5,1406680
2020-10-22,49.70000076293945,49.79999923706055,46.20000076293945,48.5,960700
2020-10-23,48.79999923706055,49.0,46.0,46.79999923706055,712700
2020-10-26,46.599998474121094,46.599998474121094,43.599998474121094,44.0,635590
2020-10-27,43.599998474121094,44.0,39.79999923706055,40.0,1256300
2020-10-28,39.0,40.599998474121094,37.099998474121094,38.29999923706055,1121260
2020-10-29,39.599998474121094,40.900001525878906,38.0,40.900001525878906,786130
2020-10-30,41.099998474121094,41.099998474121094,38.779998779296875,40.5,643050
2020-11-02,41.0,48.5,41.0,47.29999923706055,2065630
2020-11-03,50.099998474121094,50.20000076293945,45.099998474121094,49.099998474121094,2347940
2020-11-04,47.70000076293945,47.79999923706055,43.79999923706055,44.29999923706055,2404170
2020-11-05,51.29999923706055,62.900001525878906,48.720001220703125,62.70000076293945,12646710
2020-11-06,81.30000305175781,121.80000305175781,81.19999694824219,97.9000015258789,46164960
2020-11-09,131.89999389648438,144.8000030517578,103.80000305175781,112.0999984741211,16697920
2020-11-10,96.30000305175781,97.30000305175781,80.5,83.0,6886430
2020-11-11,67.9000015258789,82.80000305175781,64.19999694824219,76.5999984741211,12314250
2020-11-12,72.5999984741211,81.0,68.5,69.9000015258789,6445160
2020-11-13,73.5,75.0,70.19999694824219,70.80000305175781,4102860
2020-11-16,70.4000015258789,74.30000305175781,66.30000305175781,68.0999984741211,3425470
2020-11-17,67.4000015258789,73.5,65.9000015258789,72.0,3641170
2020-11-18,73.19999694824219,76.19999694824219,70.0,70.19999694824219,2420900
2020-11-19,70.69999694824219,72.30000305175781,69.0,70.69999694824219,1679590
2020-11-20,70.0,74.69999694824219,68.19999694824219,71.30000305175781,2966750
2020-11-23,71.9000015258789,74.30000305175781,69.5999984741211,71.80000305175781,3146030
2020-11-24,90.80000305175781,95.0,85.0999984741211,92.30000305175781,8398030
2020-11-25,88.69999694824219,89.19999694824219,83.0,87.0999984741211,3438430
2020-11-27,89.80000305175781,105.9000015258789,87.0999984741211,104.69999694824219,5174630
2020-11-30,112.5,125.0,100.0999984741211,116.80000305175781,12702820
2020-12-01,119.0999984741211,121.19999694824219,96.3499984741211,97.5,7792640
2020-12-02,101.4000015258789,113.9000015258789,98.5,109.5,7124730
2020-12-03,110.5,114.4000015258789,105.30000305175781,112.4000015258789,5245600
2020-12-04,114.0,121.9000015258789,106.9000015258789,108.9000015258789,9787080
2020-12-07,106.0,107.30000305175781,98.4000015258789,104.69999694824219,3844160
2020-12-08,100.4000015258789,108.0999984741211,100.0999984741211,106.0,2365580
2020-12-09,106.19999694824219,107.0999984741211,95.44999694824219,98.80000305175781,2791450
2020-12-10,93.80000305175781,100.0,92.5,99.69999694824219,1650090
2020-12-11,98.69999694824219,100.19999694824219,96.0,99.0999984741211,1077610
2020-12-14,99.80000305175781,101.0,94.80000305175781,95.5999984741211,1270770
2020-12-15,95.30000305175781,102.19999694824219,93.19999694824219,102.0999984741211,1980970
