Price,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
Ticker,ABAT,ACGL,ABAT,ACGL,ABAT,ACGL,ABAT,ACGL,ABAT,ACGL
Date,,,,,,,,,,
2020-01-02,0.47999998927116394,40.89814372281402,0.5849999785423279,41.26899719238281,0.44999998807907104,40.7745295270144,0.5249999761581421,41.26899719238281,196953,1376700
2020-01-03,0.5550000071525574,41.04078138652432,0.5550000071525574,41.35457965004031,0.44999998807907104,40.92667457587765,0.47999998927116394,41.22145080566406,371027,784700
2020-01-06,0.4650000035762787,41.28801419818641,0.47999998927116394,41.468687248147106,0.4350000023841858,41.09783738596067,0.44999998807907104,41.38310623168945,246940,1270900
2020-01-07,0.44999998807907104,41.449665758949415,0.4650000035762787,41.459173147897594,0.4050000011920929,41.01225331953509,0.4650000035762787,41.04077911376953,476167,1334800
2020-01-08,0.4350000023841858,41.00274299885826,0.44999998807907104,41.15488661633976,0.4050000011920929,40.58434895763163,0.41999998688697815,40.631893157958984,93773,1285200
2020-01-09,0.4350000023841858,40.707968016151135,0.4350000023841858,41.487704532837725,0.36000001430511475,40.6699312037786,0.375,41.45917510986328,167080,1326300
2020-01-10,0.38999998569488525,41.52573767304565,0.41999998688697815,41.60181129770869,0.36000001430511475,41.33556086616818,0.38999998569488525,41.39261245727539,254713,1409200
2020-01-13,0.38999998569488525,41.36408461974958,0.4350000023841858,41.63033503814643,0.375,41.183415211178854,0.4050000011920929,41.54475402832031,431093,928300
2020-01-14,0.5400000214576721,41.59230399786969,0.6000000238418579,41.925117038011884,0.4950000047683716,41.3926125463943,0.5099999904632568,41.52573776245117,572347,1089300
2020-01-15,0.5249999761581421,41.5827938950251,1.065000057220459,42.039224771847806,0.44999998807907104,41.43065026941753,1.0049999952316284,41.887081146240234,1030607,695600
2020-01-16,1.0800000429153442,42.001186321281985,1.0950000286102295,42.400565590051855,0.7200000286102295,42.001186321281985,0.8399999737739563,42.372039794921875,1034100,1209500
2020-01-17,0.8700000047683716,42.60976317398619,0.9900000095367432,43.03766459790904,0.6899999976158142,42.438601153461086,0.8700000047683716,42.952083587646484,554053,1386000
2020-01-21,0.7950000166893005,42.97110432179369,0.8999999761581421,43.14226635159494,0.5849999785423279,42.685835481254976,0.6150000095367432,42.93307113647461,870547,1081600
2020-01-22,0.6600000262260437,43.06619490563845,0.6600000262260437,43.35146373658614,0.44999998807907104,42.866507086714066,0.47999998927116394,43.246864318847656,605933,1277600
2020-01-23,0.4950000047683716,43.01865005493164,0.6299999952316284,43.094720049252764,0.44999998807907104,42.37203877994738,0.6000000238418579,43.01865005493164,253287,922700
2020-01-24,0.6150000095367432,43.018650379286996,0.6600000262260437,43.21833819669924,0.4950000047683716,42.666815317305456,0.5400000214576721,42.78092575073242,302180,1131600
2020-01-27,0.5400000214576721,42.029716712484934,0.6299999952316284,42.67632801786086,0.5099999904632568,41.85855468298012,0.5550000071525574,42.36252975463867,448153,969500
2020-01-28,0.5400000214576721,42.571728173696634,0.5400000214576721,42.83797860477355,0.4950000047683716,42.457621364290816,0.5249999761581421,42.46712875366211,214247,2173100
2020-01-29,0.5550000071525574,42.57172832800158,0.5550000071525574,42.62878354660633,0.4950000047683716,41.953642822315494,0.5099999904632568,41.96315383911133,166987,1448800
2020-01-30,0.5400000214576721,41.744447828858924,0.5550000071525574,42.33400391465439,0.47999998927116394,41.41163115966254,0.4950000047683716,42.29596710205078,545953,3521600
2020-01-31,0.47999998927116394,42.27694898697558,0.4950000047683716,42.657309860851555,0.44999998807907104,41.91561014692255,0.4650000035762787,41.99168014526367,451647,2061900
