Price,Open,High,Low,Close,Volume,Returns,SMA_10,SMA_20,EMA_12,Volatility_10,RSI,Price_Change,Volume_Ratio
Ticker,89.75,90.0,79.25,80.25,75380.0,-0.09657320872274144,67.0,65.7,80.25,0.05640912143678791,24.812030075187977,-0.10584958217270195,0.6800773978128831
Date,89.75,90.0,79.25,80.25,75380.0,-0.09657320872274144,67.0,65.7,80.25,0.05640912143678791,24.812030075187977,-0.10584958217270195,0.6800773978128831
2020-01-02,89.75,90.0,79.25,80.25,75380.0,-0.09657320872274144,67.0,65.7,80.25,0.05640912143678791,24.812030075187977,-0.10584958217270195,0.6800773978128831
2020-01-03,80.0,80.25,72.25,72.5,143544.0,-0.09657320872274144,67.0,65.7,76.05208333333331,0.05640912143678791,24.812030075187977,-0.09375,0.6800773978128831
2020-01-06,72.0,72.0,65.5,69.25,117164.0,-0.04482758620689653,67.0,65.7,73.39722863741338,0.05640912143678791,24.812030075187977,-0.03819444444444445,0.6800773978128831
2020-01-07,70.0,70.0,63.75,64.25,95260.0,-0.07220216606498198,67.0,65.7,70.50980603448275,0.05640912143678791,24.812030075187977,-0.08214285714285714,0.6800773978128831
2020-01-08,63.5,68.0,62.5,65.5,72984.0,0.01945525291828787,67.0,65.7,69.1486596398436,0.05640912143678791,24.812030075187977,0.031496062992125984,0.6800773978128831
2020-01-09,64.25,71.25,63.25,65.25,83532.0,-0.003816793893129722,67.0,65.7,68.2010802396401,0.05640912143678791,24.812030075187977,0.01556420233463035,0.6800773978128831
2020-01-10,65.5,65.75,63.5,63.5,70088.0,-0.026819923371647514,67.0,65.7,67.15205063198911,0.05640912143678791,24.812030075187977,-0.030534351145038167,0.6800773978128831
2020-01-13,63.75,65.75,58.5,59.0,73536.0,-0.07086614173228345,67.0,65.7,65.45084331351464,0.05640912143678791,24.812030075187977,-0.07450980392156863,0.6800773978128831
2020-01-14,60.0,65.5,57.5,64.5,57772.0,0.09322033898305082,67.0,65.7,65.26273266276002,0.05640912143678791,24.812030075187977,0.075,0.6800773978128831
2020-01-15,64.5,67.5,63.0,66.0,48508.0,0.023255813953488413,67.0,65.7,65.40244453663217,0.05640912143678791,24.812030075187977,0.023255813953488372,0.6800773978128831
2020-01-16,66.75,69.25,63.5,63.5,36012.0,-0.037878787878787845,65.325,65.7,65.05434305760622,0.05640912143678791,24.812030075187977,-0.04868913857677903,0.6800773978128831
2020-01-17,64.25,65.0,63.0,63.5,54516.0,0.0,64.425,65.7,64.77798596465382,0.05007902927769372,24.812030075187977,-0.011673151750972763,0.6800773978128831
2020-01-21,63.75,73.0,62.75,69.5,116940.0,0.09448818897637801,64.45,65.7,65.59790698806195,0.05860010631570511,36.30573248407643,0.09019607843137255,0.6800773978128831
2020-01-22,70.75,72.0,68.75,71.5,48092.0,0.02877697841726623,65.175,65.7,66.60284498474117,0.05283163073390632,39.39393939393939,0.01060070671378092,0.6800773978128831
2020-01-23,71.75,73.25,69.5,70.5,51924.0,-0.013986013986013957,65.675,65.7,67.25568516676262,0.05336171466542666,38.46153846153846,-0.017421602787456445,0.6800773978128831
2020-01-24,70.5,71.0,65.25,65.75,44152.0,-0.06737588652482274,65.725,65.7,67.00685882129774,0.05854360763728323,41.40127388535033,-0.0673758865248227,0.5944934759035713
2020-01-27,65.75,65.75,59.25,59.5,79804.0,-0.09505703422053235,65.325,65.7,65.7802885030055,0.06583518741471488,38.46153846153846,-0.09505703422053231,1.1397488679252468
2020-01-28,60.25,62.75,59.75,61.5,34876.0,0.03361344537815136,65.575,65.7,65.08753194365633,0.06233765412836601,46.496815286624205,0.02074688796680498,0.5404361175046178
2020-01-29,62.0,63.25,59.25,59.5,31216.0,-0.03252032520325199,65.075,65.7,64.19037948310321,0.055020694039271366,42.5,-0.04032258064516129,0.5179921057755279
2020-01-30,58.75,60.25,57.5,59.25,31128.0,-0.004201680672268893,64.4,65.7,63.402428710196226,0.05403777254667687,42.5,0.00851063829787234,0.5416102151036544
